Week,ID,Jar,Status,Status,Hatched
2,C35,2C35,0,un,1
2,C35,2C35,0,un,1
2,C35,2C35,0,un,1
2,C35,2C35,0,un,1
2,C35,2C35,0,un,1
2,C35,2C35,0,un,1
2,C35,2C35,0,un,0
2,C36,2C36,0,un,1
2,C36,2C36,0,un,1
2,C36,2C36,0,un,1
2,C36,2C36,0,un,1
2,C36,2C36,0,un,1
2,C36,2C36,0,un,1
2,C36,2C36,0,un,1
2,C36,2C36,0,un,1
2,C36,2C36,0,un,1
2,C36,2C36,0,un,0
2,C38,2C38,0,un,1
2,C38,2C38,0,un,1
2,C38,2C38,0,un,1
2,C38,2C38,0,un,1
2,C38,2C38,0,un,1
2,C38,2C38,0,un,1
2,C38,2C38,0,un,1
2,C38,2C38,0,un,1
2,C38,2C38,0,un,1
2,C38,2C38,0,un,1
2,C38,2C38,0,un,1
2,C38,2C38,0,un,1
2,C39,2C39,0,un,1
2,C39,2C39,0,un,1
2,C39,2C39,0,un,1
2,C39,2C39,0,un,1
2,C39,2C39,0,un,1
2,C39,2C39,0,un,1
2,C39,2C39,0,un,1
2,C39,2C39,0,un,1
2,C39,2C39,0,un,1
2,C39,2C39,0,un,1
2,C39,2C39,0,un,1
2,C39,2C39,0,un,1
2,C40,2C40,0,un,1
2,C40,2C40,0,un,1
2,C40,2C40,0,un,1
2,C40,2C40,0,un,1
2,C40,2C40,0,un,1
2,C40,2C40,0,un,1
2,C40,2C40,0,un,0
2,C40,2C40,0,un,0
2,C40,2C40,0,un,0
2,I1,2I1,2,in,1
2,I1,2I1,2,in,1
2,I1,2I1,2,in,1
2,I1,2I1,2,in,1
2,I1,2I1,2,in,1
2,I1,2I1,2,in,1
2,I1,2I1,2,in,1
2,I1,2I1,2,in,1
2,I3,2I3,2,in,1
2,I3,2I3,2,in,1
2,I3,2I3,2,in,1
2,I3,2I3,2,in,1
2,I3,2I3,2,in,1
2,I3,2I3,2,in,1
